Row,Load_F1,RT_F1,Util_F1,Cold_F1
row_sim_4127,1768.5395158938834,0.24183873151191201,0.0,0.00013768415255404102
row_sim_4128,2595.5571051908873,0.2422107833221068,0.0,0.00020230629172567267
row_sim_4129,953.9876146243066,0.241191120227997,0.0,7.422251911229867e-05
row_sim_4130,1450.675769793108,0.2416533089917252,0.0,0.00011299435028248587
row_sim_4131,2853.1370102759597,0.24216920109494902,0.0,0.0002222716159146477
row_sim_4132,2394.6456153231115,0.2416009115138883,0.0,0.0001863932898415657
row_sim_4133,2661.1227090406414,0.24199826875861224,0.0,0.00020733982998133942
row_sim_4134,1155.7719203182944,0.24177828625158113,0.0,9.026900162484202e-05
row_sim_4135,2989.5159536406945,0.24270899066472768,0.0,0.00023369946249123628
row_sim_4136,457.7391857712047,0.24035832674883031,0.0,3.56493529642437e-05
row_sim_4137,1556.335811119766,0.24155059082214528,0.0,0.00012100677637947725
row_sim_4138,1437.8461832196333,0.24194657939638342,0.0,0.0001121201928467317
row_sim_4139,2395.3066507908634,0.24200625546274154,0.0,0.0001864975755315181
row_sim_4140,2725.8578866564103,0.2421372306239412,0.0,0.00021249468763280918
row_sim_4141,2193.431573755334,0.24210967079515283,0.0,0.00017129153819801302
row_sim_4142,1880.4673675791016,0.2418392255513508,0.0,0.00014647722279185587
row_sim_4143,1282.3162010859687,0.24200663828932484,0.0,0.0001001401962747847
row_sim_4144,1531.0022349313485,0.24163926974284028,0.0,0.00011903344839900012
row_sim_4145,1527.9254746588042,0.24200303273936677,0.0,0.00011920371915603766
row_sim_4146,61.15440262944877,0.011438106448634818,0.63471,1e-05
row_sim_4147,1509.1622621927916,0.24186858308587336,0.0,0.00011770244821092278
row_sim_4148,2567.9196019823657,0.24207063400520173,0.0,0.00019992003198720512
row_sim_4149,2127.8365697261875,0.24204602147473311,0.0,0.00016597510373443983
row_sim_4150,2387.1360809439084,0.24202702340074625,0.0,0.0001859773107680863
